No,Kode Saham,Nama Perusahaan,Remarks,Sebelumnya,Open Price,Tanggal Perdagangan Terakhir,First Trade,Tertinggi,Terendah,Penutupan,Selisih,Volume,Nilai,Frekuensi,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
435,JECC,Jembo Cable Company Tbk.,XAU-4130000000C131-----------X,650,0,24 Jun 2024,0,680,675,675,25,6000,4078000,10,255.8,675,5000,655,100,756000000,756000000,62218800,0,0,0,0,0
436,JGLE,Graha Andrasentra Propertindo Tbk.,--U-4135000000E512-----------X,5,0,24 Jun 2024,0,5,4,5,0,870700,4082200,51,3.6,6,350300,5,1312400,22581909405,22581909405,9231484565,0,0,0,0,0
437,JIHD,Jakarta International Hotels & Development Tbk.,--U-2130000000E512------------,318,0,24 Jun 2024,0,326,318,318,0,42900,13695600,57,180.4,326,2500,318,6000,2329040482,2329040482,547557417,300,1100,0,0,0
438,JKON,Jaya Konstruksi Manggala Pratama Tbk.,XDS-1135050000J211------------,84,0,24 Jun 2024,0,85,83,84,0,2459000,206506100,337,69.5,84,388000,83,1054100,16308519860,16308519860,5937932081,32200,1428600,0,0,0
439,JKSW,Jakarta Kyoei Steel Works Tbk.,--U-4100000000B121-E--S------X,60,0,24 Jun 2024,0,0,0,60,0,0,0,0,9.2,0,0,0,0,150000000,150000000,50490000,0,0,0,0,0
440,JMAS,Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk.,--U-2130000000G413------------,54,0,24 Jun 2024,0,55,53,55,1,366900,19675500,151,39.3,54,7300,53,1018800,1000000000,1000000000,420500000,0,0,0,0,0
441,JPFA,Japfa Comfeed Indonesia Tbk.,--S-18A5M0G000D231------------,1445,0,24 Jun 2024,0,1490,1425,1455,10,24281300,35548346000,6433,397.8,1455,6300,1450,116300,11726575201,11726575201,5072916432,4470800,9486100,0,0,0
442,JRPT,Jaya Real Property Tbk.,XDM-2135050000H111------------,655,0,24 Jun 2024,0,655,635,650,-5,1216400,783134500,154,625,650,20100,645,100000,13750000000,13750000000,2235750000,38300,56700,0,0,0
443,JSKY,Sky Energy Indonesia Tbk.,--U-4100000000A211M--L---Y---X,52,0,24 Jun 2024,0,0,0,52,0,0,0,0,26,0,0,0,0,2032540000,2032535000,1412412046,0,0,0,0,0
444,JSMR,Jasa Marga (Persero) Tbk.,--S-1M2VL86000J112------------,4990,0,24 Jun 2024,0,5100,4980,5025,35,5726800,28886174000,1306,296.3,5050,2100,5025,25900,7257871200,7257871200,2174458212,3608300,67000,2735200,13808184000,7
445,JSPT,Jakarta Setiabudi Internasional Tbk.,--U-2135000000E512------------,1780,0,24 Jun 2024,0,0,0,1780,0,0,0,0,383.4,1730,500,1350,100,2318736000,2318736000,192455088,0,0,0,0,0
446,JTPE,Jasuindo Tiga Perkasa Tbk.,--S-1135000000C221------------,284,0,24 Jun 2024,0,284,272,274,-10,23451600,6494170000,1684,2430.6,274,115400,272,1090400,6852050000,6852050000,1983668475,1143100,2740300,0,0,0
447,KAEF,Kimia Farma Tbk.,--U-2105000000F211---L--------,570,0,24 Jun 2024,0,575,560,570,0,414900,235641500,294,570,575,80000,570,2800,5566531330,5566531330,566672732,56400,6700,0,0,0
448,KARW,Meratus Jasa Prima Tbk.,--U-4130000000J113-E---------X,334,0,24 Jun 2024,0,0,0,334,0,0,0,0,56.5,0,0,0,0,587152700,587152700,114964499,0,0,0,0,0
449,KAYU,Darmi Bersaudara Tbk.,--U-4100000000B151M--L-------X,18,0,24 Jun 2024,0,0,0,18,0,0,0,0,12,0,0,0,0,665000000,150000000,226233000,0,0,0,0,0
450,KBAG,Karya Bersama Anugerah Tbk.,--U-4130000000H111-----------X,10,0,24 Jun 2024,0,10,9,10,0,4349700,43370500,63,10,10,2040300,9,6931300,7150002603,7150002603,3183896159,800000,0,0,0,0
451,KBLI,KMI Wire & Cable Tbk.,XDU-1135000000C131------------,376,0,24 Jun 2024,0,376,368,374,-2,1410100,524769800,108,45.4,374,20600,368,125800,4007235107,4007235107,1968754608,0,12600,0,0,0
452,KBLM,Kabelindo Murni Tbk.,--U-2130000000C131------------,224,0,24 Jun 2024,0,238,220,224,0,126300,28761800,107,7.5,224,4100,222,94400,1120000000,1120000000,123984000,0,9600,0,0,0
453,KBLV,First Media Tbk.,--U-4130000000J311-E---------X,35,0,24 Jun 2024,0,36,35,36,1,118000,4230000,7,9.6,37,106000,36,6800,1742167907,1742167907,542685303,0,0,0,0,0
454,KBRI,Kertas Basuki Rachmat Indonesia Tbk.,--U-4100000000B152---LS--Y---X,50,0,24 Jun 2024,0,0,0,50,0,0,0,0,9.6,0,0,0,0,8687995734,8687995734,1974781430,0,0,0,0,0
455,KDSI,Kedawung Setia Industrial Tbk.,XDU-4130000000B131-----------X,1700,0,24 Jun 2024,0,0,0,1700,0,0,0,0,425,1695,400,0,0,405000000,405000000,32116500,0,0,0,0,0
456,KDTN,Puri Sentul Permai Tbk.,--U-2130000000E512------------,112,0,24 Jun 2024,0,112,108,108,-4,9700,1053400,8,72,111,500,108,12800,1250018920,250018920,250003620,0,0,0,0,0
457,KEEN,Kencana Energi Lestari Tbk.,XDS-1135000000J411------------,695,0,24 Jun 2024,0,705,680,695,0,1020800,705069500,268,175.5,695,52400,690,4800,3666312500,3651279900,979272069,351400,40700,0,0,0
458,KEJU,Mulia Boga Raya Tbk.,--U-2135000000D221------------,1265,0,24 Jun 2024,0,1265,1235,1260,-5,34800,43380500,25,168,1260,2400,1250,2500,1500000000,1500000000,135000000,0,0,0,0,0
459,KETR,Ketrosden Triasmitra Tbk.,--U-2100000000J311------------,200,0,24 Jun 2024,0,200,197,200,0,34400,6873000,18,66.7,202,2000,200,4000,2841262838,426200000,382433978,12100,0,0,0,0
460,KIAS,Keramika Indonesia Assosiasi Tbk.,--U-4130000000C121-----------X,11,0,24 Jun 2024,0,11,11,11,0,10000,110000,5,0.4,12,630200,10,2917600,14929100000,14929100000,1252551490,0,0,0,0,0
461,KICI,Kedaung Indah Can Tbk,--U-2130000000E213------------,121,0,24 Jun 2024,0,131,112,124,3,201000,25264400,99,26.3,125,1200,124,2400,276000000,276000000,57877200,0,0,0,0,0
462,KIJA,Kawasan Industri Jababeka Tbk.,--S-1135000000H111------------,118,0,24 Jun 2024,0,120,117,119,1,166910800,19763371000,310,4.1,119,506900,118,347700,20824888369,20824888369,12640707240,5011200,16410600,115636700,13695551600,3
463,KING,Hoffmen Cleanindo Tbk.,--U-3000000000C231------------,137,0,24 Jun 2024,0,139,137,139,2,1153000,158500500,106,106.9,139,162600,137,102500,2600006419,2560006419,0,0,0,0,0,0
464,KINO,Kino Indonesia Tbk.,--U-2135000000D421------------,1400,0,24 Jun 2024,0,1390,1385,1385,-15,50000,69259000,7,36.4,1390,100,1385,58100,1428571500,1428571500,218428582,1800,0,0,0,0
465,KIOS,Kioson Komersial Indonesia Tbk.,--U-2130000000I111------------,50,0,24 Jun 2024,0,50,50,50,0,900,45000,6,17.2,50,10879600,0,0,1075862550,1075862550,642182356,0,0,0,0,0
466,KJEN,Krida Jaringan Nusantara Tbk.,--U-2130000000K211------------,54,0,24 Jun 2024,0,58,50,53,-1,1456300,76735900,203,26.2,53,110800,52,65800,500000000,499650000,143150000,0,0,0,0,0
467,KKES,Kusuma Kemindo Sentosa Tbk.,CDU-4130000000B111-----------X,16,0,24 Jun 2024,0,17,17,17,1,3346200,56885400,86,16.2,0,0,17,10226100,1500000000,1500000000,439950000,0,0,0,0,0
468,KKGI,Resource Alam Indonesia Tbk.,--S-1135000000A121------------,474,0,24 Jun 2024,0,510,466,498,24,6972200,3413328300,921,1747.4,498,459000,496,81200,5000000000,5000000000,1119000000,159900,1333600,0,0,0
469,KLAS,Pelayaran Kurnia Lautan Semesta Tbk.,--U-2130000000K211------------,128,0,24 Jun 2024,0,131,128,129,1,2726500,353347400,152,88.4,129,39100,128,312500,2165000000,2165000000,539951000,122900,0,0,0,0
470,KLBF,Kalbe Farma Tbk.,XDSO1XN3QAS000F211------------,1570,1565,24 Jun 2024,1565,1570,1545,1550,-20,38790000,60171823500,5027,15117.5,1555,53400,1550,35000,46875122110,46875122110,19260987675,25774000,21079400,0,0,0
471,KLIN,Klinko Karya Imaji Tbk.,--U-3000000000E743------------,14,0,24 Jun 2024,0,15,15,15,1,964800,14472000,22,15,0,0,15,3302800,1307530330,1307530330,0,0,0,0,0,0
472,KMDS,Kurniamitra Duta Sentosa Tbk.,--U-2130000000D112------------,466,0,24 Jun 2024,0,458,448,456,-10,44700,20175400,25,152,456,13500,454,100,800000000,800000000,168720000,0,0,0,0,0
473,KMTR,Kirana Megatara Tbk.,--U-2105000000B153------------,200,0,24 Jun 2024,0,212,195,212,12,33900,7081300,24,46.3,210,400,194,1200,8215366379,8210991379,616152478,10300,0,0,0,0
474,KOBX,Kobexindo Tractors Tbk.,--U-2130000000C141------------,113,0,24 Jun 2024,0,114,112,113,0,104200,11810000,42,28.3,113,20800,112,8600,2272500000,2272500000,239748750,0,100,0,0,0
475,KOCI,Kokoh Exa Nusantara Tbk.,CDU-2130000000H111------------,56,0,24 Jun 2024,0,60,56,57,1,5559800,319934600,399,47.5,58,325300,57,250200,4415590000,450000000,889741385,0,0,0,0,0
476,KOIN,Kokoh Inti Arebama Tbk,--U-4130000000C121-E---------X,57,0,24 Jun 2024,0,57,57,57,0,200,11400,2,38.6,57,800,52,100,980843732,980843732,92003142,0,0,0,0,0
477,KOKA,Koka Indonesia Tbk.,--U-2130000000J211------------,73,0,24 Jun 2024,0,78,71,75,2,7725300,583920300,775,58.6,75,195700,74,591300,2861333000,1638113000,539075137,135900,554000,0,0,0
478,KONI,Perdana Bangun Pusaka Tbk,--U-2130000000C223------------,905,0,24 Jun 2024,0,910,910,910,5,200,182000,2,191.6,1065,200,910,500,312000000,312000000,65832000,0,0,0,0,0
479,KOPI,Mitra Energi Persada Tbk.,--U-2130000000A112------------,280,0,24 Jun 2024,0,278,274,276,-4,19000,5237800,14,69.9,276,24200,272,200,697266668,697266668,36327593,3300,400,0,0,0
480,KOTA,DMS Propertindo Tbk.,--U-4130000000E512-----------X,11,0,24 Jun 2024,0,11,11,11,0,1231500,13546500,40,5.5,11,2848900,10,3675200,10546185701,10546185701,6586092970,0,0,0,0,0
481,KPAL,Steadfast Marine Tbk.,--U-4100000000C141B--L---Y---X,50,0,24 Jun 2024,0,0,0,50,0,0,0,0,43.5,0,0,0,0,1069009400,1069009400,597041750,0,0,0,0,0
482,KPAS,Cottonindo Ariesta Tbk.,--U-4100000000D421B--L---Y---X,62,0,24 Jun 2024,0,0,0,62,0,0,0,0,36.9,0,0,0,0,768043253,768043253,272271333,0,0,0,0,0
483,KPIG,MNC Land Tbk.,--U-2135000000E512------------,50,0,24 Jun 2024,0,51,50,50,0,27229900,1361607600,139,107.6,50,206300,0,0,97557129263,97557129263,53080834032,2082500,0,0,0,0
484,KRAH,Grand Kartech Tbk.,--U-4100000000C143B--L---Y---X,436,0,24 Jun 2024,0,0,0,436,0,0,0,0,158.5,0,0,0,0,971190000,971190000,105471234,0,0,0,0,0
485,KRAS,Krakatau Steel (Persero) Tbk.,--U-2105000000B144---L--------,87,0,24 Jun 2024,0,103,87,100,13,59173900,5803440700,3686,12.4,100,304700,99,291300,19346396900,19346396900,3755135638,1304500,4029800,0,0,0
486,KREN,Quantum Clovera Investama Tbk.,--U-4130000000I111-----------X,5,0,24 Jun 2024,0,5,4,5,0,6792300,33830200,85,52,5,2779600,4,10994500,18208470100,18208470100,12170541415,0,0,0,0,0
487,KRYA,Bangun Karya Perkasa Jaya Tbk.,--U-2130000000J211------------,50,0,24 Jun 2024,0,50,50,50,0,16700,835000,2,40,50,2082700,0,0,1663943474,1663943474,363904438,0,0,0,0,0
488,KUAS,Ace Oldfields Tbk.,XDU-2130000000C121------------,50,0,24 Jun 2024,0,50,50,50,0,14500,725000,8,25.6,50,1577600,0,0,1292808150,1292808150,383576178,0,0,0,0,0
489,LABA,Ladangbaja Murni Tbk.,--U-2130000000C143------------,182,0,24 Jun 2024,0,230,186,212,30,71499700,14910220400,6492,169.6,214,12700,212,1152500,1103402553,1103402553,211365992,1112800,2831600,0,0,0
490,LAJU,Jasa Berdikari Logistics Tbk.,XDU-2130000000K211------------,50,0,24 Jun 2024,0,50,50,50,0,119100,5955000,13,50,50,13449100,0,0,2149942974,2149942974,700021432,0,0,0,0,0
491,LAND,Trimitra Propertindo Tbk.,--U-4130000000H111-----------X,10,0,24 Jun 2024,0,10,10,10,0,1548900,15489000,19,2.6,10,56700,9,6289500,2792620000,2792620000,904250356,0,0,0,0,0
492,LAPD,Leyand International Tbk.,--U-4100000000J411-----------X,6,0,24 Jun 2024,0,7,7,7,1,321800,2252600,14,13,7,896800,6,718400,3966350139,3966350139,938438443,0,0,0,0,0
493,LCGP,Eureka Prima Jakarta Tbk.,--U-4100000000H111---L---Y---X,114,0,24 Jun 2024,0,0,0,114,0,0,0,0,91.2,0,0,0,0,5630000914,5630000914,4919494799,0,0,0,0,0
494,LCKM,LCK Global Kedaton Tbk.,--U-2130000000J321------------,294,0,24 Jun 2024,0,0,0,294,0,0,0,0,141.3,292,900,284,100,1000000000,1000000000,113900000,0,0,0,0,0
495,LEAD,Logindo Samudramakmur Tbk.,--U-2100000000A112---L--------,67,0,24 Jun 2024,0,71,66,71,4,3348700,232529700,138,11.1,71,449600,69,50200,4049616328,4049616328,2019543663,0,183600,0,0,0
496,LFLO,Imago Mulia Persada Tbk.,--U-3000000000E211------------,48,0,24 Jun 2024,0,52,44,46,-2,543600,25849200,37,46,52,496500,46,100,1307734937,1307734937,0,0,0,0,0,0
497,LIFE,MSIG Life Insurance Indonesia Tbk.,--U-2105000000G413------------,6000,0,24 Jun 2024,0,0,0,6000,0,0,0,0,99.2,6050,100300,6000,93100,2100000000,2100000000,157500000,0,0,0,0,0
498,LINK,Link Net Tbk.,--U-2105000000J311------------,1245,0,24 Jun 2024,0,1245,1180,1240,-5,52800,64989500,53,77.5,1240,7500,1200,200,2863195484,2863195484,13170699,0,900,0,0,0
499,LION,Lion Metal Works Tbk.,--U-4130000000C223-----------X,470,0,24 Jun 2024,0,0,0,470,0,0,0,0,294.4,498,1500,0,0,520160000,520160000,114903344,0,0,0,0,0
500,LIVE,Homeco Victoria Makmur Tbk.,--U-2130000000E213------------,266,0,24 Jun 2024,0,272,264,270,4,11355500,3052620400,692,182.4,270,375800,268,1115100,4593005014,800000000,928705614,1009600,1408700,0,0,0
501,LMAS,Limas Indonesia Makmur Tbk,--U-4100000000I121-EDL---Y---X,50,0,24 Jun 2024,0,0,0,50,0,0,0,0,15.7,0,0,0,0,787851525,787851525,620669431,0,0,0,0,0
502,LMAX,Lupromax Pelumas Indonesia Tbk.,--U-3000000000E111------------,19,0,24 Jun 2024,0,20,20,20,1,272400,5448000,32,10,0,0,20,2317700,650007175,195007175,0,0,0,0,0,0
503,LMPI,Langgeng Makmur Industri Tbk.,--U-4130000000E213-----------X,93,0,24 Jun 2024,0,92,92,92,-1,100,9200,1,13.4,92,200,0,0,1008517669,1008517669,29448716,0,0,0,0,0
504,LMSH,Lionmesh Prima Tbk.,--U-4130000000B144-----------X,400,0,24 Jun 2024,0,0,0,400,0,0,0,0,55.6,392,5000,0,0,96000000,96000000,41020800,0,0,0,0,0
505,LOPI,Logisticsplus International Tbk.,--U-3000000000K211------------,49,0,24 Jun 2024,0,48,45,45,-4,332800,15065500,58,45,45,48000,0,0,1100006356,669006356,0,0,0,0,0,0
506,LPCK,Lippo Cikarang Tbk,--U-1135000000H111------------,540,0,24 Jun 2024,0,540,500,500,-40,1774300,896422000,255,56.4,510,15000,500,101900,2679600000,2679600000,428200080,6500,40000,0,0,0
507,LPGI,Lippo General Insurance Tbk.,--U-2105000000G412------------,2800,0,24 Jun 2024,0,0,0,2800,0,0,0,0,251.7,3290,800,2810,100,300000000,300000000,7860000,0,0,0,0,0
508,LPIN,Multi Prima Sejahtera Tbk,--U-2130000000E111------------,300,0,24 Jun 2024,0,310,300,302,2,24300,7373200,46,137.8,302,4100,300,14300,425000000,425000000,74885000,0,0,0,0,0
509,LPKR,Lippo Karawaci Tbk.,--U-1135000000H111------------,61,0,24 Jun 2024,0,61,58,60,-1,41546900,2489049400,965,19.4,61,2888600,60,2605400,70898018369,70898018369,34023959015,19869800,27329300,0,0,0
510,LPLI,Star Pacific Tbk,--U-2130000000H111------------,220,0,24 Jun 2024,0,210,204,206,-14,28700,5913600,17,6.4,206,288400,202,10000,1170432803,1170432803,274700579,0,11800,0,0,0
511,LPPF,Matahari Department Store Tbk.,--U-1875100000E731------------,1440,0,24 Jun 2024,0,1470,1435,1465,25,873800,1276880500,692,33.2,1465,1400,1460,3100,2260292880,2260292880,1089235139,203700,281900,15000,22185000,1
512,LPPS,Lenox Pasifik Investama Tbk.,--U-2100000000G512------------,59,0,24 Jun 2024,0,59,53,56,-3,49400,2667000,38,3.8,56,1500,55,4900,2588250000,2588250000,833934150,0,0,0,0,0
513,LRNA,Eka Sari Lorena Transport Tbk.,--U-2130000000K132------------,138,0,24 Jun 2024,0,138,135,138,0,1000,137700,7,15.3,139,100,138,4100,350000022,350000022,75915005,0,0,0,0,0
514,LSIP,PP London Sumatra Indonesia Tbk.,--S-1175000000D232------------,795,0,24 Jun 2024,0,805,790,795,0,6090300,4862093000,994,205.2,800,159100,795,279200,6822863965,6822863965,2759166187,3085800,1545400,0,0,0
515,LTLS,Lautan Luas Tbk.,XDU-1135000000B111------------,970,0,24 Jun 2024,0,990,975,990,20,144000,142504000,18,350,990,22000,970,1800,1560000000,1560000000,595140000,2500,0,0,0,0
516,LUCK,Sentral Mitra Informatika Tbk.,--U-2130000000I221------------,50,0,24 Jun 2024,0,50,50,50,0,41500,2075000,17,17.5,50,291100,0,0,715749640,354601900,183947657,0,0,0,0,0
517,LUCY,Lima Dua Lima Tiga Tbk.,--U-3000000000E515------------,126,0,24 Jun 2024,0,127,125,126,0,90300,11287900,4,128.4,126,900,124,2000,1514773893,1514773893,0,0,0,0,0,0
518,MABA,Marga Abhinaya Abadi Tbk.,--U-4100000000E512--DL---Y---X,50,0,24 Jun 2024,0,0,0,50,0,0,0,0,105.4,0,0,0,0,15365229912,15358819212,9415812890,0,0,0,0,0
519,MAGP,Multi Agro Gemilang Plantation Tbk.,--U-4100000000D232---L---Y---X,50,0,24 Jun 2024,0,0,0,50,0,0,0,0,45.5,0,0,0,0,9000000004,9000000004,2478600001,0,0,0,0,0
520,MAHA,Mandiri Herindo Adiperkasa Tbk.,--S-1130400000A122------------,212,0,24 Jun 2024,0,212,206,212,0,19853300,4156408400,1087,179.7,212,2759700,210,1000000,16666000000,16666000000,2356572400,1566100,362500,0,0,0
521,MAIN,Malindo Feedmill Tbk.,--S-1135000000D231------------,625,0,24 Jun 2024,0,655,615,650,25,6370200,4076317000,663,369.3,650,542400,640,86300,2238750000,2238750000,949006125,0,1469800,0,0,0
522,MAMI,Mas Murni Indonesia Tbk,--U-4100000000E512B--L---Y---X,50,0,24 Jun 2024,0,0,0,50,0,0,0,0,6.8,0,0,0,0,12299317590,12259317371,7584989158,0,0,0,0,0
523,MAMIP,Mas Murni Tbk (Saham Preferen),--U-4100000000E512B--L---Y---X,600,0,24 Jun 2024,0,0,0,600,0,0,0,0,400,0,0,0,0,6000000,6000000,2185800,0,0,0,0,0
524,MANG,Manggung Polahraya Tbk.,--U-3000000000J211------------,174,0,24 Jun 2024,0,181,174,181,7,54299500,9683463200,411,181,182,118000,181,1000,3812500000,1732500000,0,153700,4657200,0,0,0
525,MAPA,Map Aktif Adiperkasa Tbk.,--S-187CM23000E741------------,730,0,24 Jun 2024,0,740,715,715,-15,10878000,7818951500,1941,340.5,720,9900,715,76900,28504000000,28504000000,8773531200,3802300,6874700,0,0,0
526,MAPB,MAP Boga Adiperkasa Tbk.,--U-2135000000E515------------,1745,0,24 Jun 2024,0,1775,1705,1745,0,1500,2589000,7,103.9,1780,1100,1745,100,2387922900,2387922900,207510500,0,0,0,0,0
527,MAPI,Mitra Adiperkasa Tbk.,--SO1X7CMBD000E741------------,1430,1450,24 Jun 2024,1455,1455,1395,1415,-15,12069100,17081152000,2968,2270.7,1415,20200,1410,2800,16600000000,16600000000,8074240000,5033000,9010800,4894700,6932800800,6
528,MARI,Mahaka Radio Integra Tbk.,--U-2100000000E612------------,50,0,24 Jun 2024,0,50,50,50,0,69700,3485000,17,66.7,50,36308600,0,0,5252644000,5252644000,2285425404,0,13800,0,0,0
529,MARK,Mark Dynamics Indonesia Tbk.,XDM-1835000000C143------------,895,0,24 Jun 2024,0,915,885,905,10,29494500,26538407000,3445,1810,905,16900,900,85600,3800000310,3800000310,674120055,6606700,5018600,0,0,0
530,MASA,Multistrada Arah Sarana Tbk.,XDU-4135000000E112-----------X,5500,0,24 Jun 2024,0,0,0,5500,0,0,0,0,3910.7,5400,50100,5000,5400,9182946945,9182946945,33058609,0,0,0,0,0
531,MASB,Bank Multiarta Sentosa Tbk.,--U-2105000000G111------------,3100,0,24 Jun 2024,0,0,0,3100,0,0,0,0,92.3,3370,1000,3110,300,1387737233,1387737233,343464965,0,0,0,0,0
532,MAXI,Maxindo Karya Anugerah Tbk.,--U-2130000000D222------------,50,0,24 Jun 2024,0,51,50,51,1,4144400,207230200,97,51,50,492300,0,0,9610058334,9610058334,2660060074,0,0,0,0,0
533,MAYA,Bank Mayapada Internasional Tbk.,--U-1105000000G111------------,284,0,24 Jun 2024,0,288,276,280,-4,2824700,795371400,883,378.6,282,50500,280,153000,25906179152,25906179152,3950692321,288400,414300,0,0,0
534,MBAP,Mitrabara Adiperdana Tbk.,--U-2135000000A121------------,2700,0,24 Jun 2024,0,2750,2600,2680,-20,94000,252879000,209,206.2,2680,1100,2670,2000,1227271952,1227271952,119168107,21600,5000,0,0,0
535,MBMA,Merdeka Battery Materials Tbk.,--SO2S30F04000B146------------,580,585,24 Jun 2024,585,600,575,595,15,30594500,18060927000,2624,74.8,600,2739300,595,218800,107995419900,107995419900,30735496504,5824900,12397400,100000,58500000,1
536,MBSS,Mitrabahtera Segara Sejati Tbk.,--U-1135000000A122------------,1075,0,24 Jun 2024,0,1085,1030,1080,5,2500,2613000,7,67.5,1075,100,1035,400,1750026639,1750026639,208253170,0,1900,0,0,0
537,MBTO,Martina Berto Tbk.,--U-2130000000D421------------,60,0,24 Jun 2024,0,65,60,61,1,541300,32656100,127,8.2,61,1500,60,186200,1070000000,1070000000,354491000,0,0,0,0,0
538,MCAS,M Cash Integrasi Tbk.,--U-1135000000I111------------,865,0,24 Jun 2024,0,875,800,860,-5,33000,28323000,51,62.1,860,29000,850,500,867933300,867933300,426762804,25300,0,0,0,0
539,MCOL,Prima Andalan Mandiri Tbk.,--U-1135000000A121------------,5275,0,24 Jun 2024,0,5275,5175,5200,-75,91400,477447500,24,366.2,5250,7600,5200,2800,3555560000,3555560000,313955948,9900,0,0,0,0
540,MCOR,Bank China Construction Bank Indonesia Tbk.,--U-1105000000G111------------,62,0,24 Jun 2024,0,64,59,60,-2,6145400,371171300,271,53.8,61,533000,60,52500,37540533209,37540533209,7267847229,0,321200,0,0,0
541,MDIA,Intermedia Capital Tbk.,--U-4105000000E612M--L-------X,11,0,24 Jun 2024,0,11,11,11,0,100,1100,1,8,11,3199700,0,0,39215538400,39215538400,3917632286,0,0,0,0,0
542,MDKA,Merdeka Copper Gold Tbk.,--SO1SDNF00000B143------------,2310,2310,24 Jun 2024,2320,2340,2310,2320,10,13306900,30868782000,2889,619,2330,205500,2320,314200,24472983771,24472983771,11124746546,3951200,6098700,0,0,0
543,MDKI,Emdeki Utama Tbk.,--U-2130000000B111------------,189,0,24 Jun 2024,0,193,189,191,2,856900,163980000,108,44.7,191,91700,190,86900,2530150002,2530150002,412414450,408300,49200,0,0,0
544,MDLN,Modernland Realty Tbk.,--U-1100000000H111------------,50,0,24 Jun 2024,0,50,50,50,0,26600,1330000,9,14.8,50,24376600,0,0,12533067322,12533067322,5672466270,0,0,0,0,0
545,MDRN,Modern Internasional Tbk.,--U-4100000000C223-E---------X,5,0,24 Jun 2024,0,5,4,5,0,146800,590600,13,0.8,5,5516100,4,1376000,7632167798,7138697999,1830957055,0,0,0,0,0
546,MEDC,Medco Energi Internasional Tbk.,XDSO1XDMM64000A111------------,1280,1280,24 Jun 2024,1285,1310,1265,1300,20,24056100,31081416000,3719,2699.6,1305,326200,1300,203200,25136231252,25136231252,6271489697,4227300,3150800,0,0,0
547,MEDS,Hetzer Medical Indonesia Tbk.,--U-2130000000F112------------,50,0,24 Jun 2024,0,50,50,50,0,1800,90000,6,40,50,25497000,0,0,1562500000,1562500000,435781250,0,0,0,0,0
548,MEGA,Bank Mega Tbk.,--U-1100000000G111------------,5150,0,24 Jun 2024,0,5225,5150,5225,75,19300,99402500,13,6411.4,5200,100,5150,3700,11623514905,11623514905,4879551557,0,0,0,0,0
549,MEJA,Harta Djaya Karya Tbk.,--U-3000000000E211------------,150,0,24 Jun 2024,0,153,142,152,2,80415100,11811582100,3948,147.6,152,168200,151,37500,1917500000,480000000,0,2031600,2638900,0,0,0
550,MENN,Menn Teknologi Indonesia Tbk.,--U-3000000000I231------------,8,0,24 Jun 2024,0,8,7,8,0,778400,5647500,53,10.3,8,3226700,7,36106300,1434052006,1434052006,0,0,0,0,0,0
551,MERK,Merck Tbk.,XDU-2135000000F211------------,3870,0,24 Jun 2024,0,3890,3860,3880,10,59100,228932000,42,10230.2,3890,100,3880,100,448000000,448000000,55596800,2500,25300,0,0,0
552,META,Nusantara Infrastructure Tbk.,--U-2135000000J112------------,238,0,24 Jun 2024,0,0,0,238,0,0,0,0,72.1,0,0,0,0,17710708194,17710708194,2649521946,0,0,0,0,0
553,MFIN,Mandala Multifinance Tbk.,--M-110F000000G211------------,3130,0,24 Jun 2024,0,3120,3100,3100,-30,1556500,4841051000,93,3179.5,3110,25000,3100,51200,2650000000,2650000000,513835000,227600,409000,0,0,0
554,MFMI,Multifiling Mitra Indonesia Tbk.,--U-4130000000C224-----------X,695,0,24 Jun 2024,0,695,695,695,0,400,278000,1,347.5,695,25000,0,0,757581000,757581000,4924277,0,0,0,0,0
555,MGLV,Panca Anugrah Wisesa Tbk.,--U-3000000000E211------------,65,0,24 Jun 2024,0,65,60,61,-4,24900,1530800,32,45.2,64,500,61,1100,1904883411,1904883411,0,0,0,0,0,0
556,MGNA,Magna Investama Mandiri Tbk.,--U-4130000000G512-----------X,7,0,24 Jun 2024,0,7,7,7,0,100,700,1,6.7,8,100500,7,149900,3410475462,3410475462,836248571,0,0,0,0,0
557,MGRO,Mahkota Group Tbk.,--U-2105000000D232------------,710,0,24 Jun 2024,0,720,685,690,-20,8858300,6170089500,594,306.7,690,31700,685,263700,3554445700,3554445700,679254573,385000,232100,0,0,0
558,MHKI,Multi Hanna Kreasindo Tbk.,--U-2130000000C222------------,112,0,24 Jun 2024,0,151,112,151,39,121293900,17580836900,10614,94.4,0,0,151,2362200,3750000000,750000000,750000000,4450300,8636000,0,0,0
559,MICE,Multi Indocitra Tbk.,--U-2130000000E213------------,462,0,24 Jun 2024,0,482,466,470,8,10900,5091600,5,95.9,474,300,468,100,600000000,600000000,209700000,1000,0,0,0,0
560,MIDI,Midi Utama Indonesia Tbk.,XDM-1175803000D113------------,404,0,24 Jun 2024,0,408,400,404,0,3939600,1587226000,1642,1543.8,404,100,402,18000,33435294800,33435294800,6773990726,396900,457100,500000,201500000,11
